GGS Conference Rating 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Title,Acronym,GGS Class,GGS Rating,Qualified Classes,Collected Classes,All Qualified Classes,MA-Max. Field Rating,MA-Best Rank Field Rating,MA-Best Class Field Rating,MA-All Field Ratings,MA-All Ranks Field Rating,MA-All Classes Field Rating,MA-Max. Avg. Citations,MA-Best Rank Avg. Citations,MA-Best Class Avg. Citations,MA-All Avg. Citations,MA-All Ranks Avg. Citations,MA-All Classes Avg. Citations,MA-Max. Num. of Papers,MA-Max. Citations,MA-All Num. of Papers,MA-All Citations,LiveSHINE-Max. H-Index,LiveSHINE-Best Rank H-Index,LiveSHINE-Best Class H-Index,LiveSHINE-All H-Indexes,LiveSHINE-All Ranks H-Index,LiveSHINE-All Classes H-Index,LiveSHINE-Max. Avg. Citations,LiveSHINE-Best Rank Avg. Citations,LiveSHINE-Best Class Avg. Citations,LiveSHINE-All Avg. Citations,LiveSHINE-All Ranks Avg. Citations,LiveSHINE-All Classes Avg. Citations,LiveSHINE-Max. Num. of Papers,LiveSHINE-Max. Citations,LiveSHINE-All Num. of Papers,LiveSHINE-All Citations,CORE-Best Class,CORE-All Classes,Num. of Input Records
1133,INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS,ICPADS,3,B,"CORE:B, LiveSHINE:B, MA:B","B, B, B","CORE:[B], LiveSHINE:[B|D], MA:[B|D]",46,540,B,46,540,B,"6,14",1251,D,"6,14",1251,D,3040,18676,3040,18676,34,347,B,34,347,B,"5,99",726,D,"5,99",726,D,1103,6606,1103,6606,B,B,3
1134,IEEE INTERNATIONAL CONFERENCE ON PROGRAM COMPREHENSION,ICPC,2,A,"CORE:A, LiveSHINE:A, MA:A-","A, A, A-","CORE:[A], LiveSHINE:[A|A], MA:[B|A++]",65,298,B,"52, 65","298, 434","B, B","27,17",189,A++,"15,45, 27,17","189, 441","B, A++",1086,16783,"375, 1086","10188, 16783",47,199,A,47,199,A,"19,05",201,A,"19,05",201,A,450,8574,450,8574,A,A,4
1135,ACM/SPEC INTERNATIONAL CONFERENCE ON PERFORMANCE ENGINEERING,ICPE,Work in Progress,Work in Progress,"CORE:B, MA:C","B, C","CORE:[B], MA:[C|D]",39,706,C,39,706,C,"4,96",1444,D,"4,96",1444,D,3252,16118,3252,16118,,,,,,,,,,,,,,,,,B,B,2
1136,INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING,ICPP,2,A,"CORE:A, LiveSHINE:A-, MA:A","A, A, A-","CORE:[A], LiveSHINE:[A-|B], MA:[A|B-]",90,161,A,90,161,A,"10,19",746,B-,"10,19",746,B-,7026,71565,7026,71565,45,217,A-,45,217,A-,"13,29",333,B,"13,29",333,B,833,11074,833,11074,A,A,3
1137,INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION,ICPR,2,A-,"CORE:B, LiveSHINE:A, MA:A+","A+, A, B","CORE:[B], LiveSHINE:[A|B-], MA:[A+|B]",137,72,A+,137,72,A+,"12,94",556,B,"12,94",556,B,14584,188722,14584,188722,69,89,A,69,89,A,"11,42",397,B-,"11,42",397,B-,4074,46545,4074,46545,B,B,3
1138,INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION APPLICATIONS AND METHODS,ICPRAM,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|D]",18,1967,C,18,1967,C,"2,24",1912,D,"2,24",1912,D,1107,2475,1107,2475,,,,,,,,,,,,,,,,,C,C,2
1139,INTERNATIONAL CONFERENCE ON PERVASIVE SERVICES,ICPS,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],40,683,C,40,683,C,"7,2",1067,C,"7,2",1067,C,1372,9872,1372,9872,,,,,,,,,,,,,,,,,,,1
1140,IEEE INTERNATIONAL CONFERENCE ON PERSONAL WIRELESS COMMUNICATIONS,ICPWC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],25,1356,C,25,1356,C,"6,36",1195,D,"6,36",1195,D,587,3734,587,3734,,,,,,,,,,,,,,,,,,,1
1141,IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,ICRA,2,A,"CORE:B, LiveSHINE:A++, MA:A++","A++, A++, B","CORE:[B], LiveSHINE:[A++|A], MA:[A++|A++]",291,7,A++,291,7,A++,"35,68",113,A++,"35,68",113,A++,25000,891967,25000,891967,134,13,A++,134,13,A++,"19,14",199,A,"19,14",199,A,9180,175728,9180,175728,B,B,3
1142,IEEE INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE,RE,2,A,"CORE:A, LiveSHINE:A, MA:A-","A, A, A-","CORE:[A], LiveSHINE:[A|A], MA:[B|A-]",61,335,B,"54, 61","335, 411","B, B","34,44",121,A++,"17,82, 34,44","121, 366","A-, A++",1065,18982,"278, 1065","9575, 18982",54,151,A,54,151,A,"18,68",210,A,"18,68",210,A,677,12649,677,12649,A,A,4
1143,IEEE INTERNATIONAL CONFERENCE ON RENEWABLE ENERGY RESEARCH AND APPLICATIONS,ICRERA,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"3,87",1638,D,"3,87",1638,D,1630,6308,1630,6308,,,,,,,,,,,,,,,,,,,1
1144,INTERNATIONAL CONFERENCE ON REHABILITATION ROBOTICS,ICRR,Work in Progress,Work in Progress,MA:C,C,MA:[C|B],40,683,C,40,683,C,"14,55",476,B,"14,55",476,B,424,6170,424,6170,,,,,,,,,,,,,,,,,,,1
1145,INTERNATIONAL CONFERENCE ON RECENT TRENDS IN INFORMATION TECHNOLOGY,ICRTIT,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"4,39",1550,D,"4,39",1550,D,789,3460,789,3460,,,,,,,,,,,,,,,,,,,1
1146,ACM INTERNATIONAL CONFERENCE ON SUPERCOMPUTING,ICS,2,A,"CORE:A, LiveSHINE:A+, MA:A","A+, A, A","CORE:[A], LiveSHINE:[A|A++], MA:[A|B]",95,142,A,95,142,A,"12,87",560,B,"12,87",560,B,3764,48456,3764,48456,62,113,A,62,113,A,"25,24",128,A++,"25,24",128,A++,580,14640,580,14640,A,A,3
1147,IEEE/IFIP INTERNATIONAL CONFERENCE ON SOFTWARE ARCHITECTURE,ICSA,2,A-,"CORE:A, MA:A-","A, A-","CORE:[A], MA:[B|A]",47,513,B,47,513,B,"18,65",344,A,"18,65",344,A,535,9976,535,9976,,,,,,,,,,,,,,,,,A,A,2
1148,IEEE INTERNATIONAL CONFERENCE ON SOLID DIELECTRICS,ICSD,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"4,91",1453,D,"4,91",1453,D,996,4889,996,4889,,,,,,,,,,,,,,,,,,,1
1149,INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING,ICSE,1,A++,"CORE:A++, LiveSHINE:A++, MA:A+","A++, A++, A+","CORE:[A++], LiveSHINE:[A++|A++], MA:[A++|B]",206,26,A++,206,26,A++,"15,75",427,B,"15,75",427,B,15959,251283,15959,251283,116,20,A++,116,20,A++,"39,06",63,A++,"39,06",63,A++,1465,57227,1465,57227,A++,A++,3
1150,INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING ADVANCES,ICSEA,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|D]",26,1289,C,26,1289,C,"4,49",1533,D,"4,49",1533,D,993,4462,993,4462,,,,,,,,,,,,,,,,,C,C,2
1151,INTERNATIONAL CONFERENCE ON SYSTEMS ENGINEERING,ICSENG,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|D]",25,1356,C,25,1356,C,"3,17",1771,D,"3,17",1771,D,1451,4605,1451,4605,,,,,,,,,,,,,,,,,C,C,2
1152,IEEE INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY TECHNOLOGIES,ICSET,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],30,1053,C,30,1053,C,"5,31",1380,D,"5,31",1380,D,1044,5541,1044,5541,,,,,,,,,,,,,,,,,,,1
1153,INTERNATIONAL CONFERENCE ON SWARM INTELLIGENCE,ICSI,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],28,1170,C,28,1170,C,"3,94",1632,D,"3,94",1632,D,1718,6765,1718,6765,,,,,,,,,,,,,,,,,,,1
1154,IEEE INTERNATIONAL CONFERENCE ON SIGNAL AND IMAGE PROCESSING,ICSIP,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],18,1967,C,18,1967,C,"1,96",1945,D,"1,96",1945,D,1203,2360,1203,2360,,,,,,,,,,,,,,,,,,,1
1155,IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE,ICSM,2,A,"CORE:A, LiveSHINE:A, MA:A","A, A, A","CORE:[A], LiveSHINE:[A|A], MA:[A|B]",103,121,A,103,121,A,"14,56",475,B,"14,56",475,B,4173,60772,4173,60772,55,148,A,55,148,A,"19,42",189,A,"19,42",189,A,647,12565,647,12565,A,A,3
1156,INTERNATIONAL CONFERENCE ON SYSTEMS AND NETWORKS COMMUNICATIONS,ICSNC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],24,1428,C,24,1428,C,"6,29",1211,D,"6,29",1211,D,430,2703,430,2703,,,,,,,,,,,,,,,,,,,1
1157,INTERNATIONAL CONFERENCE ON SOFTWARE BUSINESS,ICSOB,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",18,1967,C,18,1967,C,"5,72",1307,D,"5,72",1307,D,236,1351,236,1351,14,862,C,14,862,C,"4,66",823,D,"4,66",823,D,149,694,149,694,,,2
1158,INTERNATIONAL CONFERENCE ON SERVICE ORIENTED COMPUTING,ICSOC,2,A-,"CORE:A, LiveSHINE:A, MA:B","A, A, B","CORE:[A], LiveSHINE:[A|A-], MA:[B|B]",59,349,B,59,349,B,"13,12",548,B,"13,12",548,B,1583,20775,1583,20775,48,190,A,48,190,A,"17,65",233,A-,"17,65",233,A-,679,11981,679,11981,A,A,3
1159,INTERNATIONAL CONFERENCE ON SOFTWARE AND DATA TECHNOLOGIES,ICSOFT,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C, MA:C","B, C, C","CORE:[B], LiveSHINE:[C|D], MA:[C|D]",21,1676,C,21,1676,C,"2,19",1918,D,"2,19",1918,D,1335,2918,1335,2918,20,700,C,20,700,C,"3,12",931,D,"3,12",931,D,1089,3403,1089,3403,B,B,3
1160,INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING,ICSP,Work in Progress,Work in Progress,MA:B,B,MA:[B|D],48,493,B,48,493,B,"2,91",1815,D,"2,91",1815,D,15659,45632,15659,45632,,,,,,,,,,,,,,,,,,,1
1161,INTERNATIONAL CONFERENCE ON SECURITY IN PERVASIVE COMPUTING,ICSPC,Work in Progress,Work in Progress,LiveSHINE:B-,B-,LiveSHINE:[C|A++],,,,,,,,,,,,,,,,,17,800,C,17,800,C,"31,21",94,A++,"31,21",94,A++,39,1217,39,1217,,,1
1162,INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING AND COMMUNICATION SYSTEMS,ICSPCS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"3,29",1739,D,"3,29",1739,D,1180,3883,1180,3883,,,,,,,,,,,,,,,,,,,1
1163,INTERNATIONAL CONFERENCE SIGNAL PROCESSING SYSTEMS,ICSPS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],20,1779,C,20,1779,C,"2,95",1808,D,"2,95",1808,D,1000,2952,1000,2952,,,,,,,,,,,,,,,,,,,1
1164,IEEE INTERNATIONAL CONFERENCE ON SOFTWARE REUSE,ICSR,3,B,"CORE:B, LiveSHINE:B","B, B","CORE:[B], LiveSHINE:[B|D]",,,,,,,,,,,,,,,,,24,572,B,24,572,B,"6,02",722,D,"6,02",722,D,489,2943,489,2943,B,B,2
1165,INTERNATIONAL CONFERENCE ON ON SOFTWARE AND SYSTEMS PROCESS,ICSSP,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C","B, C","CORE:[B], LiveSHINE:[C|D]",,,,,,,,,,,,,,,,,14,862,C,14,862,C,"4,49",834,D,"4,49",834,D,173,777,173,777,B,B,2
1166,INTERNATIONAL CONFERENCE ON SERVICE SYSTEMS AND SERVICE MANAGEMENT,ICSSSM,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],27,1230,C,27,1230,C,"2,16",1923,D,"2,16",1923,D,3171,6850,3171,6850,,,,,,,,,,,,,,,,,,,1
1167,"INTERNATIONAL CONFERENCE ON SOFTWARE TESTING, VERIFICATION AND VALIDATION",ICST,2,A-,"CORE:A, LiveSHINE:A-","A, A-","CORE:[A], LiveSHINE:[A-|A-]",,,,,,,,,,,,,,,,,43,232,A-,43,232,A-,"16,36",260,A-,"16,36",260,A-,520,8506,520,8506,A,A,2
1168,"INTERNATIONAL CONFERENCE ON SOFTWARE TESTING, VERIFICATION AND VALIDATION WORKSHOPS",ICSTW,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],35,844,C,35,844,C,"8,82",881,C,"8,82",881,C,711,6272,711,6272,,,,,,,,,,,,,,,,,,,1
1169,INTERNATIONAL CONFERENCE ON TELECOMMUNICATIONS,ICT,Work in Progress,Work in Progress,"LiveSHINE:C, MA:B","B, C","LiveSHINE:[C|D], MA:[B|D]",56,388,B,56,388,B,"4,09",1610,D,"4,09",1610,D,8530,34861,8530,34861,18,758,C,18,758,C,"3,15",930,D,"3,15",930,D,672,2116,672,2116,,,2
1170,INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGIES FOR AGEING WELL AND E-HEALTH,ICT4AWE,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
1171,INTERNATIONAL COLLOQUIUM ON THEORETICAL ASPECTS OF COMPUTING,ICTAC,3,B-,"CORE:B, LiveSHINE:B-, MA:C","B, B-, C","CORE:[B], LiveSHINE:[B-|C], MA:[C|D]",24,1428,C,24,1428,C,"6,45",1175,D,"6,45",1175,D,456,2942,456,2942,23,607,B-,23,607,B-,"7,78",593,C,"7,78",593,C,305,2372,305,2372,B,B,3
1172,INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE,ICTAI,3,B,"CORE:B, LiveSHINE:B, MA:B","B, B, B","CORE:[B], LiveSHINE:[B|D], MA:[B|C]",58,362,B,58,362,B,"8,24",945,C,"8,24",945,C,3579,29497,3579,29497,36,326,B,36,326,B,"6,46",675,D,"6,46",675,D,1401,9057,1401,9057,B,B,3
1173,INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGY CONVERGENCE,ICTC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],24,1428,C,24,1428,C,"2,13",1928,D,"2,13",1928,D,3326,7078,3326,7078,,,,,,,,,,,,,,,,,,,1
1174,INFORMATION AND COMMUNICATION TECHNOLOGIES AND DEVELOPMENT,ICTD,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|C]",41,654,C,41,654,C,"9,99",762,C,"9,99",762,C,827,8262,827,8262,,,,,,,,,,,,,,,,,C,C,2
1175,"ICT IN EDUCATION, RESEARCH, AND INDUSTRIAL APPLICATIONS",ICTERI,Work in Progress,Work in Progress,"CORE:NC, LiveSHINE:C","C, NC","CORE:[NC], LiveSHINE:[C|D]",,,,,,,,,,,,,,,,,6,1005,C,6,1005,C,"1,14",1012,D,"1,14",1012,D,170,194,170,194,NC,NC,2
1176,INTERNATIONAL CONFERENCE ON THE THEORY OF INFORMATION RETRIEVAL,ICTIR,Work in Progress,Work in Progress,"CORE:NC, MA:C","C, NC","CORE:[NC], MA:[C|C]",23,1503,C,23,1503,C,"7,16",1072,C,"7,16",1072,C,409,2929,409,2929,,,,,,,,,,,,,,,,,NC,NC,2
1177,INTERNATIONAL CONFERENCE ON TRUST MANAGEMENT,ICTM,Work in Progress,Work in Progress,MA:C,C,MA:[C|B-],40,683,C,40,683,C,"10,35",732,B-,"10,35",732,B-,692,7162,692,7162,,,,,,,,,,,,,,,,,,,1
1178,INTERNATIONAL CONFERENCE ON TRANSPARENT OPTICAL NETWORKS,ICTON,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],33,918,C,33,918,C,"2,13",1927,D,"2,13",1927,D,6827,14564,6827,14564,,,,,,,,,,,,,,,,,,,1
1179,INTERNATIONAL CONFERENCE ON TESTING SOFTWARE AND SYSTEMS,ICTSS,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:B, MA:C","B, C, C","CORE:[C], LiveSHINE:[B|B-], MA:[C|D]",20,1779,C,20,1779,C,"6,56",1155,D,"6,56",1155,D,232,1521,232,1521,25,536,B,25,536,B,"11,92",376,B-,"11,92",376,B-,169,2014,169,2014,C,C,3
1180,INTERNATIONAL CONFERENCE ON TRANSPORT SYSTEMS TELEMATICS,ICTST,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],20,1779,C,20,1779,C,"4,6",1517,D,"4,6",1517,D,449,2064,449,2064,,,,,,,,,,,,,,,,,,,1
1181,INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS,ICUAS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],33,918,C,33,918,C,"6,33",1202,D,"6,33",1202,D,1488,9423,1488,9423,,,,,,,,,,,,,,,,,,,1
1182,INTERNATIONAL CONFERENCE ON UBIQUITOUS AND FUTURE NETWORKS,ICUFN,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],27,1230,C,27,1230,C,"3,64",1687,D,"3,64",1687,D,1681,6113,1681,6113,,,,,,,,,,,,,,,,,,,1
1183,INTERNATIONAL CONFERENCE ON UBIQUITOUS INFORMATION MANAGEMENT AND COMMUNICATION,ICUIMC,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",24,1428,C,24,1428,C,"3,6",1692,D,"3,6",1692,D,1503,5407,1503,5407,21,667,C,21,667,C,"4,43",838,D,"4,43",838,D,786,3483,786,3483,,,2
1184,INTERNATIONAL CONFERENCE ON ULTRA MODERN TELECOMMUNICATIONS,ICUMT,Work in Progress,Work in Progress,"LiveSHINE:B-, MA:C","B-, C","LiveSHINE:[B-|D], MA:[C|D]",28,1170,C,28,1170,C,"3,8",1648,D,"3,8",1648,D,1604,6103,1604,6103,23,607,B-,23,607,B-,"4,77",812,D,"4,77",812,D,914,4361,914,4361,,,2
1185,INTERNATIONAL CONFERENCE ON ULTRA-WIDEBAND,ICUWB,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],41,654,C,41,654,C,"7,06",1091,C,"7,06",1091,C,1867,13181,1867,13181,,,,,,,,,,,,,,,,,,,1
1186,IEEE INTERNATIONAL CONFERENCE ON VEHICULAR ELECTRONICS AND SAFETY,ICVES,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",29,1098,C,29,1098,C,"6,14",1252,D,"6,14",1252,D,818,5023,818,5023,19,725,C,19,725,C,"6,15",709,D,"6,15",709,D,268,1649,268,1649,,,2
1187,"INDIAN CONFERENCE ON COMPUTER VISION, GRAPHICS AND IMAGE PROCESSING",ICVGIP,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],32,963,C,32,963,C,"8,04",969,C,"8,04",969,C,825,6634,825,6634,,,,,,,,,,,,,,,,,,,1
1188,INTERNATIONAL CONFERENCE ON VIRTUAL REALITY,ICVR,Work in Progress,Work in Progress,"CORE:NC, MA:C","C, NC","CORE:[NC], MA:[C|D]",25,1356,C,25,1356,C,"3,48",1707,D,"3,48",1707,D,1131,3936,1131,3936,,,,,,,,,,,,,,,,,NC,NC,2
1189,INTERNATIONAL CONFERENCE ON COMPUTER VISION SYSTEMS,ICVS,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:B, MA:C","B, C, C","CORE:[C], LiveSHINE:[B|B], MA:[C|B]",36,810,C,36,810,C,"13,29",536,B,"13,29",536,B,565,7510,565,7510,28,474,B,28,474,B,"15,91",270,B,"15,91",270,B,260,4137,260,4137,C,C,3
1190,SYSTEMS COMMUNICATIONS,"ICW , ICHSN , ICMCS , SENET",Work in Progress,Work in Progress,MA:C,C,MA:[C|D],20,1779,C,20,1779,C,"3,1",1784,D,"3,1",1784,D,644,1999,644,1999,,,,,,,,,,,,,,,,,,,1
1191,INTERNATIONAL CONFERENCE ON WAVELET ANALYSIS AND PATTERN RECOGNITION,ICWAPR,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"3,25",1751,D,"3,25",1751,D,1111,3607,1111,3607,,,,,,,,,,,,,,,,,,,1
1192,INTERNATIONAL CONFERENCE ON WEB ENGINEERING,ICWE,3,B-,"CORE:B, LiveSHINE:B, MA:C","B, B, C","CORE:[B], LiveSHINE:[B|B-], MA:[C|D]",39,706,C,39,706,C,"6,61",1148,D,"6,61",1148,D,1716,11348,1716,11348,36,326,B,36,326,B,"10,44",435,B-,"10,44",435,B-,605,6316,605,6316,B,B,3
1193,INTERNATIONAL CONFERENCE ON WEB-BASED LEARNING,ICWL,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",24,1428,C,24,1428,C,"4,65",1507,D,"4,65",1507,D,944,4392,944,4392,21,667,C,21,667,C,"6,32",690,D,"6,32",690,D,482,3044,482,3044,,,2
1194,INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMMUNICATIONS,ICWMC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],28,1170,C,28,1170,C,"6,44",1179,D,"6,44",1179,D,574,3699,574,3699,,,,,,,,,,,,,,,,,,,1
1195,INTERNATIONAL CONFERENCE ON WIRELESS NETWORKS,ICWN,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],36,810,C,36,810,C,"5,05",1430,D,"5,05",1430,D,1620,8174,1620,8174,,,,,,,,,,,,,,,,,,,1
1196,IEEE INTERNATIONAL CONFERENCE ON WEB SERVICES,ICWS,2,A,"CORE:A, LiveSHINE:A+, MA:A-","A+, A, A-","CORE:[A], LiveSHINE:[A+|A+], MA:[A-|A-]",77,224,A-,77,224,A-,"16,86",390,A-,"16,86",390,A-,2152,36281,2152,36281,79,68,A+,79,68,A+,"23,4",147,A+,"23,4",147,A+,1480,34634,1480,34634,A,A,3
1197,AAAI INTERNATIONAL CONFERENCE ON WEBLOGS AND SOCIAL MEDIA,ICWSM,2,A,"CORE:NC, LiveSHINE:A+, MA:A+","A+, A+, NC","CORE:[NC], LiveSHINE:[A+|A++], MA:[A|A++]",100,129,A,100,129,A,"46,7",60,A++,"46,7",60,A++,1131,52816,1131,52816,78,71,A+,78,71,A+,"43,85",52,A++,"43,85",52,A++,701,30741,701,30741,NC,NC,3
1198,INTERNATIONAL CONFERENCE FOR YOUNG COMPUTER SCIENTISTS,ICYCS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"2,79",1830,D,"2,79",1830,D,943,2634,943,2634,,,,,,,,,,,,,,,,,,,1
1199,INTELLIGENT DATA ANALYSIS,IDA,3,B-,"CORE:B, LiveSHINE:C, MA:B","B, B, C","CORE:[B], LiveSHINE:[C|C], MA:[B|B-]",63,313,B,63,313,B,"11,62",645,B-,"11,62",645,B-,2331,27091,2331,27091,21,667,C,21,667,C,"8,48",548,C,"8,48",548,C,314,2664,314,2664,B,B,3
1200,INTELLIGENT DATA ACQUISITION AND ADVANCED COMPUTING SYSTEMS TECHNOLOGY AND APPLICATIONS,IDAACS,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",24,1428,C,24,1428,C,"3,37",1722,D,"3,37",1722,D,1606,5418,1606,5418,18,758,C,18,758,C,"2,74",951,D,"2,74",951,D,889,2434,889,2434,,,2
1201,INTERACTION DESIGN AND CHILDREN,IDC,3,B,"LiveSHINE:B, MA:B","B, B","LiveSHINE:[B|C], MA:[B|B-]",56,388,B,56,388,B,"10,5",722,B-,"10,5",722,B-,1588,16678,1588,16678,36,326,B,36,326,B,"7,96",583,C,"7,96",583,C,931,7409,931,7409,,,2
1202,INTERNATIONAL CONFERENCE ON INFORMATICS & DATA-DRIVEN MEDICINE,IDDM,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
1203,INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING,IDEAL,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:B-, MA:C","B-, C, C","CORE:[C], LiveSHINE:[B-|D], MA:[C|D]",33,918,C,33,918,C,"4,5",1532,D,"4,5",1532,D,1885,8486,1885,8486,23,607,B-,23,607,B-,"4,61",827,D,"4,61",827,D,940,4332,940,4332,C,C,3
1204,INTERNATIONAL DATABASE ENGINEERING AND APPLICATIONS SYMPOSIUM,IDEAS,3,B,"CORE:B, LiveSHINE:B, MA:B-","B, B, B-","CORE:[B], LiveSHINE:[B|C], MA:[B-|D]",42,633,B-,42,633,B-,5,1436,D,5,1436,D,1993,9965,1993,9965,25,536,B,25,536,B,"7,54",605,C,"7,54",605,C,430,3241,430,3241,B,B,3
1205,INTELLIGENT ENVIRONMENTS,IE,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C, MA:C","B, C, C","CORE:[B], LiveSHINE:[C|D], MA:[C|C]",33,918,C,33,918,C,"7,15",1076,C,"7,15",1076,C,756,5406,756,5406,17,800,C,17,800,C,"4,06",868,D,"4,06",868,D,459,1863,459,1863,B,B,3
1206,"INTERNATIONAL CONFERENCE INDUSTRIAL, ENGINEERING & OTHER APPLICATIONS APPLIED INTELLIGENT SYSTEMS",IEA-AIE,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",23,1503,C,23,1503,C,"3,76",1658,D,"3,76",1658,D,1281,4820,1281,4820,7,996,C,7,996,C,"1,93",992,D,"1,93",992,D,144,278,144,278,,,2
1207,INDUSTRIAL AND ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE AND EXPERT SYSTEMS,IEA/AIE,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|D]",36,810,C,36,810,C,"4,69",1498,D,"4,69",1498,D,2143,10060,2143,10060,,,,,,,,,,,,,,,,,C,C,2
1208,INTERSOCIETY ENERGY CONVERSION ENGINEERING CONFERENCE,IECEC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],37,778,C,37,778,C,"3,04",1792,D,"3,04",1792,D,4805,14612,4805,14612,,,,,,,,,,,,,,,,,,,1
1209,"INTERNATIONAL CONFERENCE ON INDUSTRIAL ELECTRONICS, CONTROL, AND INSTRUMENTATION",IECI,Work in Progress,Work in Progress,MA:B,B,MA:[B|D],45,564,B,45,564,B,"6,82",1116,D,"6,82",1116,D,1850,12611,1850,12611,,,,,,,,,,,,,,,,,,,1
1210,CONFERENCE OF THE INDUSTRIAL ELECTRONICS SOCIETY,IECON,Work in Progress,Work in Progress,MA:B,B,MA:[A-|D],80,204,A-,80,204,A-,"6,28",1213,D,"6,28",1213,D,18763,117784,18763,117784,,,,,,,,,,,,,,,,,,,1
1211,INTERNATIONAL ELECTRON DEVICES MEETING,IEDM,Work in Progress,Work in Progress,MA:A+,A+,MA:[A+|B],148,57,A+,148,57,A+,"15,72",429,B,"15,72",429,B,12568,197598,12568,197598,,,,,,,,,,,,,,,,,,,1
